Name,Father Name,Roll Number,Mathematics*,Science*,English*,Urdu*,Islamiat*,Pakistan Studies*,Computer Science*,Physics*,Chemistry*,Biology*,Geography*,History*,Economics*,Business Studies*,Accounting*,Art*,Music*,Physical Education*,Sindhi*,Arabic*,Total Marks,Obtain Marks,Percentage,Status,Grade,Academic Year
John Malik,Mr. Praveen,SC-1144,-,43,97,77,33,0,1,-,28,13,-,64,-,14,81,47,-,-,-,56,1300,839,64.54,PASS,C,2024-2025
Usman Zhang,M. Anil,SC-1145,-,36,-,71,44,83,50,23,80,-,-,94,69,18,11,12,61,-,-,47,1400,786,56.14,PASS,D,2024-2025
Fatima Li,Mr. Hussain,ARTS-1146,27,-,-,80,-,33,95,84,80,86,66,45,16,-,-,78,88,94,-,-,1300,621,47.77,PASS,E,2024-2025
Omar Kumar,Mr. Michael,SC-1147,64,-,36,6,45,2,72,-,-,94,-,96,-,-,-,34,-,15,30,1,1200,581,48.42,PASS,E,2024-2025
Emily Wang,M. Manoj,SCI-1148,50,43,36,-,12,-,27,-,80,70,100,-,19,-,35,36,30,77,39,-,1400,607,43.36,PASS,E,2024-2025
Rabia Hussain,Mr. Richard,2024-1149,-,86,-,-,-,-,43,-,56,100,8,40,84,-,100,-,30,-,36,52,1100,684,62.18,PASS,C,2024-2025
Zain Mirza,Mr. Ahmed,SC-1150,1,24,44,-,-,20,-,28,90,-,55,81,-,63,44,6,62,-,91,57,1400,660,47.14,PASS,E,2024-2025
Sadia Wang,Daniel,SC-1151,91,-,-,37,11,76,80,75,-,-,93,84,-,11,-,-,-,36,44,63,1200,605,50.42,PASS,D,2024-2025
Emily Jain,M. Daniel,STU-1152,-,7,46,66,20,-,97,35,1,-,7,-,70,74,-,10,4,-,17,51,1400,885,63.21,PASS,C,2024-2025
Noor Ahmed,Suresh,2024-1153,-,28,89,68,15,-,27,-,98,83,-,-,33,55,27,56,33,86,-,35,1400,593,42.36,PASS,E,2024-2025
Zainab Kumar,M. Michael,COM-1154,34,13,59,83,82,86,-,61,61,42,52,-,39,-,5,74,0,16,73,9,1700,936,55.06,PASS,D,2024-2025
James Huang,M. Praveen,SCI-1155,88,77,52,21,70,97,63,80,-,-,14,93,9,57,-,-,55,14,36,82,1600,737,46.06,PASS,E,2024-2025
Jennifer Reddy,Mr. Ahmed,ARTS-1156,-,24,20,-,62,14,0,21,-,98,78,81,45,-,-,19,-,48,69,-,1300,659,50.69,PASS,D,2024-2025
Jessica Wu,James,SC-1157,66,89,62,0,-,24,17,82,30,61,29,77,-,-,-,-,25,36,-,20,1400,573,40.93,PASS,E,2024-2025
Omar Shah,Mr. Hussain,2024-1158,17,2,51,52,-,-,27,17,30,-,-,42,-,-,36,24,-,87,19,8,1300,654,50.31,PASS,D,2024-2025
John Baig,M. Kamran,COM-1159,2,85,8,11,48,83,81,21,55,56,44,12,14,-,51,91,26,35,5,-,1800,768,42.67,PASS,E,2024-2025
Elizabeth Wang,Mr. Thomas,COM-1160,-,98,-,-,48,-,75,-,-,14,91,27,-,72,-,93,-,90,-,61,1000,481,48.10,PASS,E,2024-2025
Hassan Williams,Michael,STU-1161,81,23,5,41,-,5,83,93,94,70,35,39,-,28,83,25,-,96,-,97,1600,665,41.56,PASS,E,2024-2025
Jennifer Singh,M. Vikram,24-1162,80,23,5,17,7,-,70,82,22,59,43,-,24,78,45,-,-,61,-,99,1500,569,37.93,PASS,E,2024-2025
Sarah Zhao,Kamran,ARTS-1163,23,61,92,2,43,-,-,83,-,51,18,22,57,-,63,63,52,-,-,58,1400,720,51.43,PASS,D,2024-2025
Omar Raza,M. Abdul,COM-1164,6,94,-,66,57,-,16,81,0,16,-,70,25,47,79,76,37,65,65,1,1700,1058,62.24,PASS,C,2024-2025
Emily Rao,M. Hassan,ARTS-1165,72,95,66,75,77,96,-,-,-,-,98,16,-,-,-,3,-,4,85,63,1200,559,46.58,PASS,E,2024-2025
Nicole Kumar,Mr. Thomas,2024-1166,53,-,62,8,-,98,-,4,99,32,84,53,51,94,23,-,41,72,-,90,1500,835,55.67,PASS,D,2024-2025
Michelle Miller,Mr. Michael,STU-1167,-,25,68,-,84,68,-,17,76,43,98,86,30,80,93,70,-,65,24,-,1500,749,49.93,PASS,E,2024-2025
William Kumar,M. Sunil,SC-1168,78,17,26,71,53,39,24,76,9,-,67,1,40,-,99,17,67,39,26,53,1800,894,49.67,PASS,E,2024-2025
Usman Brown,Mr. Anil,SCI-1169,22,87,4,52,-,100,93,-,49,39,-,100,54,60,76,89,-,-,63,-,1400,823,58.79,PASS,D,2024-2025
Michael Mehta,M. Michael,ARTS-1170,32,61,71,-,5,81,1,72,-,63,-,73,77,3,13,22,-,9,43,47,1600,632,39.50,PASS,E,2024-2025
Laura Miller,M. Ahmed,SCI-1171,-,77,10,68,-,-,-,4,58,53,24,6,94,16,23,15,57,80,-,12,1500,821,54.73,PASS,D,2024-2025
Ali Smith,M. Omar,24-1172,68,-,-,28,39,33,27,71,41,37,42,20,38,-,86,63,89,0,34,41,1700,993,58.41,PASS,D,2024-2025
Amanda Ali,Mr. Raj,STU-1173,-,74,49,76,12,81,96,88,-,86,-,-,37,-,-,12,56,49,98,-,1300,734,56.46,PASS,D,2024-2025
Charles Verma,Suresh,SCI-1174,45,12,-,56,-,1,38,-,83,31,19,73,98,42,51,12,68,68,96,44,1700,958,56.35,PASS,D,2024-2025
Yusuf Mehta,M. Usman,SCI-1175,-,64,-,58,-,30,-,1,94,-,76,-,-,-,26,-,-,8,6,53,1000,441,44.10,PASS,E,2024-2025
Omar Zhang,Daniel,24-1176,92,79,48,95,59,91,70,91,73,69,37,38,96,10,43,-,73,-,54,69,1800,1146,63.67,PASS,C,2024-2025
Omar Rao,M. Praveen,24-1177,16,97,0,36,99,73,49,-,93,43,-,87,-,-,-,30,12,-,75,69,1400,812,58.00,PASS,D,2024-2025
Rabia Ali,M. Michael,2024-1178,-,-,73,88,58,29,30,26,-,71,91,40,-,46,4,40,-,-,56,-,1300,637,49.00,PASS,E,2024-2025
Mohammad Reddy,M. Abdul,24-1179,84,86,15,37,93,90,-,-,-,-,11,-,78,-,48,74,6,7,-,-,1200,558,46.50,PASS,E,2024-2025
Hafsa Verma,Charles,COM-1180,-,74,19,-,-,86,18,-,42,78,92,67,-,54,62,34,94,-,86,11,1400,895,63.93,PASS,C,2024-2025
Stephanie Wang,Mr. Richard,2024-1181,87,31,16,18,-,90,57,25,-,38,16,32,26,98,21,56,89,-,52,28,1700,998,58.71,PASS,D,2024-2025
Matthew Li,Thomas,COM-1182,57,38,90,4,-,-,-,12,-,-,67,-,-,28,-,39,50,25,-,95,1100,586,53.27,PASS,D,2024-2025
Zainab Chen,Mr. Kamran,SC-1183,16,66,87,5,8,7,72,72,32,-,75,35,-,-,42,-,-,81,60,-,1400,669,47.79,PASS,E,2024-2025
Stephanie Williams,M. Vikram,SC-1184,41,85,62,-,89,56,-,11,79,97,-,99,-,46,17,91,-,81,-,36,1400,656,46.86,PASS,E,2024-2025
Zainab Johnson,Omar,COM-1185,48,16,83,-,-,-,48,-,-,15,-,28,-,59,82,40,-,18,-,43,1100,489,44.45,PASS,E,2024-2025
William Shah,Mr. Usman,COM-1186,-,31,22,-,55,-,-,99,31,14,-,44,66,86,86,81,-,8,-,-,1200,636,53.00,PASS,D,2024-2025
Hafsa Williams,Mr. Nadeem,ARTS-1187,91,16,26,34,-,-,13,12,-,66,78,51,100,-,46,86,12,51,78,0,1600,602,37.63,PASS,E,2024-2025
Zainab Zhang,Omar,24-1188,3,44,-,84,90,79,61,-,-,-,7,-,17,-,43,64,10,31,-,88,1300,677,52.08,PASS,D,2024-2025
Ahmed Chen,Arun,24-1189,5,16,40,79,21,18,74,-,64,61,-,-,16,-,50,96,54,-,89,-,1400,778,55.57,PASS,D,2024-2025
Ahmed Singh,Mr. Omar,ARTS-1190,85,23,15,-,23,72,45,69,60,-,92,5,-,-,69,12,15,68,17,48,1600,823,51.44,PASS,D,2024-2025
Elizabeth Li,Ali,SCI-1191,90,91,16,-,-,-,89,44,-,-,68,-,-,-,89,1,-,17,35,98,1100,653,59.36,PASS,D,2024-2025
Aisha Huang,David,SCI-1192,42,-,-,18,-,78,93,-,31,96,55,95,14,12,53,95,80,-,26,43,1500,952,63.47,PASS,C,2024-2025
Noor Smith,M. Richard,ARTS-1193,31,0,60,65,44,58,24,30,100,76,100,88,59,67,83,97,20,-,-,-,1700,769,45.24,PASS,E,2024-2025
Nicole Kumar,Mr. Hussain,SC-1194,50,-,4,-,-,-,95,86,100,-,-,74,-,80,25,-,30,-,57,57,1100,559,50.82,PASS,D,2024-2025
Maryam Gupta,M. David,24-1195,14,88,98,81,80,-,81,25,36,87,20,77,-,38,-,22,1,88,53,-,1600,1040,65.00,PASS,C,2024-2025
David Malik,M. Thomas,COM-1196,69,95,7,14,51,-,65,21,38,-,-,50,83,-,57,48,33,-,-,-,1300,736,56.62,PASS,D,2024-2025
Nicole Mirza,Mr. Manoj,SC-1197,95,71,82,86,44,84,18,41,14,18,16,72,48,-,76,-,100,86,80,25,1800,899,49.94,PASS,E,2024-2025
Zainab Rodriguez,Mr. Mohammad,ARTS-1198,54,92,29,73,-,82,67,-,-,45,7,54,-,31,75,38,67,-,23,-,1400,528,37.71,PASS,E,2024-2025
Usman Shah,Ahmed,SCI-1199,56,46,57,90,70,3,35,96,48,42,38,-,8,36,-,43,17,23,-,29,1700,842,49.53,PASS,E,2024-2025
Hira Gupta,Mr. Nadeem,24-1200,27,41,-,47,-,16,54,-,30,-,30,92,97,-,83,96,6,65,-,60,1400,752,53.71,PASS,D,2024-2025
Fatima Williams,Usman,ARTS-1201,-,17,-,49,31,8,17,-,15,40,84,3,-,-,28,78,-,21,15,-,1300,545,41.92,PASS,E,2024-2025
Hussain Singh,M. Nadeem,24-1202,-,-,-,87,-,-,63,83,4,-,63,-,-,32,94,34,3,7,58,-,1100,545,49.55,PASS,E,2024-2025
Sana Reddy,Ashok,2024-1203,-,-,-,75,-,39,7,78,32,30,-,23,60,91,77,74,32,66,47,91,1500,716,47.73,PASS,E,2024-2025
Hira Kumar,Daniel,COM-1204,-,30,-,26,4,-,49,22,-,93,-,-,-,-,29,63,55,-,91,64,1100,589,53.55,PASS,D,2024-2025
Yusuf Singh,Hussain,COM-1205,5,39,37,93,-,80,43,48,67,28,-,-,83,-,89,90,22,-,-,38,1400,691,49.36,PASS,E,2024-2025
Hafsa Liu,M. William,ARTS-1206,96,40,-,67,84,60,20,5,82,-,14,34,4,41,99,84,52,-,54,96,1700,930,54.71,PASS,D,2024-2025
Robert Mehta,Mr. Nadeem,SCI-1207,-,87,47,13,-,-,30,-,28,14,31,43,56,98,79,70,-,51,17,-,1400,718,51.29,PASS,D,2024-2025
Robert Patel,Mr. Ahmed,COM-1208,-,-,55,10,47,5,96,-,91,96,29,-,57,-,0,9,60,-,98,28,1400,600,42.86,PASS,E,2024-2025
Jessica Wilson,William,24-1209,81,-,73,90,-,11,82,22,5,66,5,-,12,35,100,80,50,-,17,86,1600,818,51.13,PASS,D,2024-2025
Thomas Zhou,Robert,2024-1210,61,95,79,-,89,22,-,-,47,-,39,7,-,23,-,77,94,20,93,56,1400,785,56.07,PASS,D,2024-2025
Elizabeth Kumar,Sunil,2024-1211,-,41,13,-,-,94,-,99,-,-,60,93,40,70,69,82,-,39,-,65,1200,552,46.00,PASS,E,2024-2025
Nicole Qureshi,M. Ahmed,2024-1212,-,-,-,36,84,100,28,-,91,14,41,21,74,-,19,70,80,44,80,48,1500,608,40.53,PASS,E,2024-2025
Robert Zhang,Mr. Richard,SCI-1213,-,-,41,9,-,86,48,79,35,41,63,60,47,66,29,86,-,72,68,88,1600,745,46.56,PASS,E,2024-2025
Jessica Verma,M. Arun,SCI-1214,-,78,69,24,72,-,-,57,-,36,-,-,67,58,39,9,66,95,8,-,1300,679,52.23,PASS,D,2024-2025
Aisha Raza,Ahmed,STU-1215,38,57,15,52,-,16,23,-,23,40,3,68,-,-,9,-,64,53,-,28,1400,752,53.71,PASS,D,2024-2025
Zain Jain,M. Vikram,2024-1216,-,69,53,-,99,-,-,50,85,0,87,83,87,96,24,73,100,14,-,-,1400,627,44.79,PASS,E,2024-2025
Jennifer Williams,David,COM-1217,-,23,-,2,4,68,0,35,12,80,82,19,63,60,56,33,66,85,21,99,1800,909,50.50,PASS,D,2024-2025
William Li,M. Hassan,SC-1218,74,8,2,35,34,-,-,11,-,58,13,61,58,37,28,23,24,72,2,22,1700,890,52.35,PASS,D,2024-2025
Thomas Wang,Mr. Robert,SCI-1219,41,-,4,80,69,-,71,-,91,43,79,94,-,91,7,90,71,10,42,52,1600,875,54.69,PASS,D,2024-2025
Daniel Chen,Mr. Charles,STU-1220,12,-,21,-,4,70,-,-,81,82,11,51,-,68,58,23,-,58,-,50,1300,676,52.00,PASS,D,2024-2025
Nicole Ahmed,Mr. Kamran,SC-1221,-,96,-,78,-,22,23,4,75,-,82,20,99,9,-,-,-,-,63,-,1100,458,41.64,PASS,E,2024-2025
Daniel Sharma,M. Ahmed,COM-1222,-,71,76,55,97,94,-,24,50,-,70,79,27,-,65,81,42,80,-,-,1400,769,54.93,PASS,D,2024-2025
Michelle Zhao,Mr. Thomas,SC-1223,0,27,-,21,-,45,48,59,-,-,11,-,24,51,32,-,62,-,45,30,1300,764,58.77,PASS,D,2024-2025
Hira Rodriguez,Mr. Hassan,ARTS-1224,74,53,12,27,-,35,43,-,32,6,84,-,92,-,61,98,-,62,68,-,1400,608,43.43,PASS,E,2024-2025
Maryam Baig,Mr. Daniel,SCI-1225,47,-,85,-,61,58,35,46,23,83,87,57,23,11,98,-,62,-,-,31,1500,564,37.60,PASS,E,2024-2025
Hussain Zhao,Ravi,2024-1226,1,97,-,-,82,-,100,59,53,17,51,-,85,50,83,71,-,-,-,21,1300,737,56.69,PASS,D,2024-2025
Aisha Johnson,M. Joseph,COM-1227,93,32,-,28,61,59,53,-,41,-,-,67,-,67,8,52,2,-,33,15,1400,752,53.71,PASS,D,2024-2025
Aisha Malik,Kamran,ARTS-1228,-,63,60,32,27,13,69,-,46,-,-,-,18,-,-,-,-,12,-,-,900,525,58.33,PASS,D,2024-2025
Hussain Ahmed,Suresh,SCI-1229,-,24,42,-,59,60,20,22,93,73,-,0,50,99,-,-,74,-,-,44,1300,740,56.92,PASS,D,2024-2025
Hussain Smith,Mr. Hussain,24-1230,58,44,-,22,39,65,37,61,76,-,50,-,68,18,83,54,23,0,-,-,1500,789,52.60,PASS,D,2024-2025
Matthew Patel,M. Robert,ARTS-1231,75,13,23,10,10,1,-,-,31,-,87,-,4,54,46,26,55,65,39,46,1600,584,36.50,PASS,E,2024-2025
Bilal Hussain,Mr. Michael,24-1232,70,6,-,32,78,53,-,3,-,45,52,16,-,26,68,73,25,-,-,-,1300,421,32.38,FAIL,F,2024-2025
Jennifer Mehta,M. David,STU-1233,-,26,-,17,67,15,78,79,-,53,28,-,59,-,53,-,71,31,84,-,1300,525,40.38,PASS,E,2024-2025
Maryam Li,M. Hussain,STU-1234,50,29,0,13,-,57,-,53,10,85,78,75,54,20,40,8,82,82,34,-,1700,805,47.35,PASS,E,2024-2025
James Wilson,M. Joseph,24-1235,9,18,-,37,46,42,76,-,-,-,-,-,87,21,30,-,3,90,88,96,1300,660,50.77,PASS,D,2024-2025
Zain Li,M. Ashok,SC-1236,31,21,6,-,65,96,50,48,66,100,-,11,35,-,34,35,55,97,-,20,1600,850,53.13,PASS,D,2024-2025
Amanda Mirza,William,STU-1237,-,18,16,54,9,-,21,32,41,-,-,-,7,6,-,36,86,35,42,73,1400,726,51.86,PASS,D,2024-2025
Zainab Sharma,Usman,SCI-1238,19,30,88,82,46,46,-,-,0,92,-,-,85,99,-,97,-,34,44,80,1400,868,62.00,PASS,C,2024-2025
Omar Garcia,M. Sunil,COM-1239,37,74,-,27,13,-,64,18,88,50,-,27,-,91,37,-,52,-,-,-,1200,833,69.42,PASS,C,2024-2025
Usman Patel,Kamran,STU-1240,-,-,1,65,81,89,42,-,4,8,66,31,-,-,-,93,23,54,34,-,1300,576,44.31,PASS,E,2024-2025
Rabia Zhou,Mr. Raj,COM-1241,67,45,83,39,3,40,-,71,26,-,56,49,30,-,16,-,12,68,-,93,1500,806,53.73,PASS,D,2024-2025
Noor Brown,M. William,ARTS-1242,46,71,-,13,79,46,93,-,-,-,-,90,-,14,-,39,-,25,-,16,1100,694,63.09,PASS,C,2024-2025
Elizabeth Kumar,M. Manoj,SC-1243,73,99,-,-,-,33,18,-,-,-,51,62,94,26,-,12,74,28,21,-,1200,618,51.50,PASS,D,2024-2025
Matthew Brown,Mr. Ashok,COM-1244,-,-,-,-,97,87,47,-,-,-,-,9,-,83,0,-,57,25,64,88,1000,607,60.70,PASS,C,2024-2025
Hussain Malik,M. Richard,COM-1245,5,15,99,-,71,51,6,99,-,-,-,-,-,97,63,-,7,75,24,91,1300,653,50.23,PASS,D,2024-2025
Robert Johnson,Hussain,2024-1246,-,25,53,2,42,79,86,33,74,39,-,98,87,91,1,-,16,14,66,26,1700,1146,67.41,PASS,C,2024-2025
John Huang,Mr. Arun,SCI-1247,24,12,68,-,66,17,26,-,-,-,-,-,-,-,63,8,-,76,54,11,1100,529,48.09,PASS,E,2024-2025
Zainab Baig,M. Ahmed,24-1248,73,-,-,-,52,19,-,61,16,9,-,-,34,-,11,-,4,60,37,-,1100,487,44.27,PASS,E,2024-2025
Maryam Singh,M. Ravi,COM-1249,-,-,77,95,-,27,15,80,96,31,2,-,-,-,41,7,56,20,-,-,1200,562,46.83,PASS,E,2024-2025
Zain Ali,Suresh,SCI-1250,48,-,23,-,82,4,52,42,-,69,-,-,-,96,-,58,7,59,-,58,1200,573,47.75,PASS,E,2024-2025
Usman Mirza,M. Richard,2024-1251,-,-,65,47,22,98,76,-,-,0,60,-,-,93,-,79,76,7,34,99,1300,589,45.31,PASS,E,2024-2025
Mohammad Johnson,Mr. David,STU-1252,94,7,50,-,68,-,61,9,70,57,52,2,55,98,19,-,-,2,59,9,1600,1081,67.56,PASS,C,2024-2025
Aisha Wilson,Mr. Omar,COM-1253,20,48,41,36,-,-,-,50,4,-,-,63,-,80,77,39,98,-,-,58,1200,643,53.58,PASS,D,2024-2025
Fatima Yang,M. Sunil,SCI-1254,89,52,44,37,60,53,-,28,77,53,57,58,-,-,-,89,2,-,-,74,1400,623,44.50,PASS,E,2024-2025
Robert Mirza,Mr. Ali,ARTS-1255,29,88,-,10,11,96,60,96,26,78,-,21,-,6,63,30,38,17,-,92,1600,982,61.38,PASS,C,2024-2025
Amanda Williams,Nadeem,2024-1256,-,56,-,57,-,-,6,18,85,43,40,39,4,-,-,25,57,3,69,43,1400,706,50.43,PASS,D,2024-2025
William Sharma,M. Manoj,ARTS-1257,-,-,52,-,-,-,37,-,26,87,83,-,86,-,45,-,71,-,-,81,900,484,53.78,PASS,D,2024-2025
Mohammad Jones,Kamran,SCI-1258,68,32,50,34,61,98,42,17,78,84,-,-,27,70,78,82,30,44,32,7,1800,1026,57.00,PASS,D,2024-2025
Hafsa Jain,Mr. Sunil,24-1259,93,66,10,49,90,-,83,81,60,3,-,86,1,39,-,28,-,87,76,69,1600,727,45.44,PASS,E,2024-2025
Sadia Jones,M. Praveen,STU-1260,-,23,28,-,38,18,-,-,7,-,-,-,87,-,47,72,-,93,58,23,1100,541,49.18,PASS,E,2024-2025
Laura Raza,M. Ravi,24-1261,24,7,89,83,94,-,-,-,9,45,27,40,-,-,37,-,14,2,35,98,1400,570,40.71,PASS,E,2024-2025
Fatima Chen,M. Omar,COM-1262,-,82,4,48,51,5,88,-,-,-,37,83,22,-,80,83,50,88,-,-,1300,618,47.54,PASS,E,2024-2025
Zainab Liu,Raj,COM-1263,58,41,32,74,47,41,84,60,-,6,6,-,-,60,70,39,69,-,26,80,1600,784,49.00,PASS,E,2024-2025
Sadia Rao,Mr. Mohammad,SC-1264,71,95,-,18,-,23,83,-,50,-,26,-,-,-,70,-,4,52,15,45,1200,766,63.83,PASS,C,2024-2025
Hafsa Zhou,Mr. Sunil,STU-1265,-,41,19,-,-,62,74,99,3,9,20,45,67,79,52,84,41,88,-,72,1600,854,53.37,PASS,D,2024-2025
Ali Rodriguez,M. Charles,2024-1266,98,-,38,78,3,44,-,1,78,50,55,71,32,81,94,-,-,67,-,94,1500,842,56.13,PASS,D,2024-2025
Omar Johnson,M. Arun,ARTS-1267,-,-,25,80,22,-,58,83,-,58,-,-,52,-,7,-,9,99,60,-,1100,549,49.91,PASS,E,2024-2025
Hira Wang,Thomas,COM-1268,31,-,-,100,95,3,100,49,30,77,-,43,90,27,60,-,-,39,79,72,1500,955,63.67,PASS,C,2024-2025
Amanda Khan,M. David,COM-1269,62,-,1,-,47,14,31,8,5,100,91,86,-,46,-,83,12,89,58,3,1600,717,44.81,PASS,E,2024-2025
Mohammad Gupta,Raj,SCI-1270,-,89,8,51,-,-,68,43,53,2,98,37,-,-,42,79,-,-,87,-,1200,686,57.17,PASS,D,2024-2025
Fatima Jain,M. James,SCI-1271,-,88,57,-,78,100,90,79,-,-,37,25,89,95,61,97,67,15,-,32,1500,647,43.13,PASS,E,2024-2025
Michelle Miller,Mr. Suresh,2024-1272,48,94,34,52,-,99,50,55,6,90,70,3,-,45,51,40,-,40,-,55,1600,843,52.69,PASS,D,2024-2025
Mohammad Miller,Praveen,SC-1273,14,40,80,44,42,-,32,18,29,-,44,9,9,70,-,30,-,41,85,26,1600,846,52.88,PASS,D,2024-2025
Matthew Mirza,Mohammad,24-1274,31,-,-,19,25,5,82,-,76,57,-,48,19,55,50,97,-,-,57,26,1400,748,53.43,PASS,D,2024-2025
Omar Reddy,Sunil,STU-1275,-,-,-,79,37,-,78,88,-,47,57,-,-,-,31,95,0,-,-,59,1000,625,62.50,PASS,C,2024-2025
Daniel Mehta,Mr. Robert,24-1276,-,93,-,31,-,51,-,99,-,68,82,-,43,81,4,-,33,57,59,73,1300,674,51.85,PASS,D,2024-2025
Emily Zhao,M. Thomas,SC-1277,46,95,33,2,23,-,20,-,28,66,12,-,-,64,6,73,21,-,51,78,1500,609,40.60,PASS,E,2024-2025
Sadia Patel,Mr. Ravi,COM-1278,83,47,-,69,-,53,-,75,12,96,4,10,77,72,53,88,93,11,100,35,1700,726,42.71,PASS,E,2024-2025
Robert Li,M. Sunil,SCI-1279,-,14,13,9,20,71,78,56,-,-,41,-,98,40,25,-,54,1,51,75,1500,830,55.33,PASS,D,2024-2025
David Mirza,M. David,24-1280,-,70,-,65,15,73,86,60,-,26,38,-,-,77,43,4,2,-,-,33,1300,545,41.92,PASS,E,2024-2025
Jessica Ali,Daniel,SCI-1281,-,-,29,-,79,0,57,18,87,24,13,62,6,-,80,-,97,13,95,50,1500,803,53.53,PASS,D,2024-2025
Matthew Reddy,Mr. Manoj,24-1282,0,26,55,52,34,61,63,95,74,29,88,44,63,-,-,92,-,-,29,84,1600,850,53.13,PASS,D,2024-2025
Michelle Mehta,Usman,2024-1283,62,73,35,70,78,-,69,-,61,-,69,39,-,70,22,-,48,92,-,1,1400,923,65.93,PASS,C,2024-2025
Sarah Raza,Mr. Usman,24-1284,-,56,85,51,26,27,34,27,-,-,19,84,24,33,63,52,-,-,-,-,1300,687,52.85,PASS,D,2024-2025
Ahmed Sharma,M. Daniel,SCI-1285,86,83,-,58,54,68,50,33,45,19,56,99,15,78,-,-,40,-,46,-,1500,938,62.53,PASS,C,2024-2025
Hafsa Chen,Ali,COM-1286,66,96,27,2,15,44,92,52,-,44,59,80,-,30,60,44,54,4,23,21,1800,968,53.78,PASS,D,2024-2025
Yusuf Baig,Mr. Kamran,STU-1287,98,80,-,91,-,41,24,-,20,-,93,45,-,48,31,88,32,74,6,41,1500,634,42.27,PASS,E,2024-2025
Noor Hussain,M. Ashok,SC-1288,94,92,61,53,30,56,-,-,85,0,-,-,21,-,70,69,-,97,-,36,1300,698,53.69,PASS,D,2024-2025
Emily Chen,Mr. Raj,2024-1289,44,-,-,67,-,-,17,74,4,52,-,-,80,13,-,48,13,-,-,-,1000,541,54.10,PASS,D,2024-2025
Ahmed Johnson,Abdul,24-1290,-,26,62,95,8,-,61,9,18,85,-,33,100,98,18,4,6,-,-,71,1500,826,55.07,PASS,D,2024-2025
Hassan Zhang,Nadeem,SC-1291,-,22,83,65,87,-,31,92,85,41,59,67,-,85,86,-,-,5,23,38,1500,736,49.07,PASS,E,2024-2025
Hafsa Wu,Mr. Sunil,2024-1292,-,56,68,35,99,84,4,-,31,13,71,72,60,46,43,-,28,81,81,25,1700,743,43.71,PASS,E,2024-2025
Amanda Brown,M. Vikram,24-1293,97,59,-,-,-,83,19,80,97,11,-,37,-,36,94,59,27,-,-,72,1300,628,48.31,PASS,E,2024-2025
Emily Shah,M. Hussain,STU-1294,29,-,68,39,69,96,47,88,-,-,-,4,10,-,78,76,27,43,33,77,1500,559,37.27,PASS,E,2024-2025
Charles Shah,Mr. Raj,STU-1295,71,93,42,50,-,58,-,39,30,48,91,31,32,76,-,97,74,-,12,14,1600,887,55.44,PASS,D,2024-2025
Yusuf Reddy,Mr. Hussain,ARTS-1296,93,-,-,54,84,80,94,30,62,-,58,28,54,22,-,25,-,15,33,-,1400,553,39.50,PASS,E,2024-2025
Zainab Reddy,M. Thomas,COM-1297,97,56,42,86,82,-,56,26,-,60,56,75,-,90,12,8,48,-,10,-,1500,534,35.60,PASS,E,2024-2025
Rabia Chen,Praveen,SC-1298,-,89,80,10,70,93,59,13,22,58,96,18,19,68,90,-,38,28,-,9,1700,1008,59.29,PASS,D,2024-2025
Rabia Johnson,Robert,24-1299,-,-,18,12,-,66,86,71,18,-,8,68,51,58,83,7,51,8,-,18,1500,602,40.13,PASS,E,2024-2025
Nicole Kumar,Mr. Hassan,24-1300,-,30,-,19,89,37,80,31,15,91,-,-,43,-,-,79,36,58,82,-,1300,654,50.31,PASS,D,2024-2025
Fatima Rodriguez,Mr. Praveen,COM-1301,-,-,-,-,-,32,38,51,61,-,98,59,58,-,21,82,61,1,23,19,1300,688,52.92,PASS,D,2024-2025
Omar Rao,M. David,24-1302,5,43,76,86,85,93,56,-,84,39,72,-,-,81,17,87,-,58,64,7,1600,854,53.37,PASS,D,2024-2025
Fatima Jones,Mr. Michael,SCI-1303,-,-,88,-,93,34,45,-,85,-,19,-,88,55,-,-,-,-,-,75,900,451,50.11,PASS,D,2024-2025
Jessica Jain,M. Nadeem,STU-1304,61,93,46,100,-,4,74,34,-,25,-,88,66,63,-,31,23,-,34,2,1500,780,52.00,PASS,D,2024-2025
Thomas Chen,M. Richard,24-1305,59,83,1,-,43,98,-,-,51,35,8,12,-,-,-,45,76,93,51,58,1400,671,47.93,PASS,E,2024-2025
Ali Jones,Mr. Ravi,STU-1306,77,38,91,75,40,98,14,71,-,-,-,94,92,86,95,3,49,23,73,9,1700,783,46.06,PASS,E,2024-2025
David Hussain,M. Thomas,ARTS-1307,45,22,53,4,-,9,77,-,-,1,-,2,19,72,67,-,58,29,-,32,1400,674,48.14,PASS,E,2024-2025
Matthew Jain,Suresh,2024-1308,11,44,-,45,20,61,5,39,-,16,48,14,80,13,12,61,26,59,74,-,1700,860,50.59,PASS,D,2024-2025
Robert Qureshi,Vikram,SCI-1309,61,15,-,14,85,-,100,23,3,-,60,50,25,-,76,49,29,27,-,-,1400,624,44.57,PASS,E,2024-2025
Ali Zhao,Arun,24-1310,7,78,52,48,86,39,51,91,18,-,-,37,38,-,59,-,-,78,70,54,1500,699,46.60,PASS,E,2024-2025
David Miller,Kamran,SC-1311,98,-,-,-,34,81,59,38,90,-,-,80,-,98,52,-,16,-,50,54,1200,566,47.17,PASS,E,2024-2025
